#"Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
0.20000000000000015,-76.38174438476562,-66.73703003302217,45.48990230582607
0.4000000000000003,-65.6812744140625,-49.704099809750915,75.35734967017211
0.6000000000000004,-56.72149658203125,-38.594352632761,85.49781541087194
0.8000000000000006,-55.1761474609375,-20.985791757702827,161.26096471280528
1.0000000000000007,-46.044708251953125,7.932131856679916,254.58516382862624
1.2000000000000008,-28.277618408203125,17.1534279063344,214.2783895021407
1.400000000000001,-8.628662109375,30.085203260183334,182.59638277662026
1.6000000000000012,-35.295166015625,19.83358196914196,260.01820983077886
1.8000000000000014,-33.52813720703125,17.569824159145355,241.00675103499182
2.0000000000000013,-40.9427490234375,14.571018993854523,261.8341810484422
2.1999999999999793,-42.091400146484375,7.456405341625214,233.69534326485672
2.3999999999999573,-40.0709228515625,10.146999716758728,236.85599265275513
2.5999999999999353,-49.29571533203125,10.270388215780258,280.9472766436929
2.7999999999999132,-35.677154541015625,21.90261948108673,271.57862841044033
2.999999999999891,-19.790985107421875,45.61503420770168,308.49160694117404
3.199999999999869,-28.30487060546875,34.541101686656475,296.4169840205415
3.399999999999847,-29.406524658203125,36.366223994642496,310.22130894553055
3.599999999999825,-31.71453857421875,35.34342357516289,316.2830992969456
3.799999999999803,-23.943572998046875,36.27913519740105,284.0441937928392
3.999999999999781,-17.791351318359375,37.061159178614616,258.71531833242796
4.1999999999997595,-22.221099853515625,26.42780601233244,229.45562661715434
4.3999999999997375,-19.071319580078125,40.66816392261535,281.7650341139226
4.599999999999715,-28.24224853515625,19.948087595403194,227.29275359697863
4.799999999999693,-44.628173828125,15.617748014628887,284.153682421491
4.999999999999671,-37.966796875,17.649321377277374,262.3169223739663
5.199999999999649,-38.760986328125,13.778994172811508,247.80812504888388
5.399999999999627,-50.286865234375,5.720389127731323,264.1617404551968
5.599999999999605,-25.12115478515625,18.901806190609932,207.63706637291855
5.799999999999583,-18.259735107421875,37.96957293152809,265.20907059872155
5.999999999999561,-38.871734619140625,34.672209694981575,346.87464242315997
6.199999999999539,-11.7698974609375,37.85996026545763,234.0823478113324
6.399999999999517,-28.050079345703125,40.22618818283081,322.0293133013326
6.599999999999495,-32.275909423828125,27.616846904158592,282.4879550418469
6.799999999999473,-14.907623291015625,42.99246408045292,273.0894064841617
6.999999999999451,-34.0252685546875,34.49097719788551,323.16118569992676
7.199999999999429,-38.805999755859375,31.33291804790497,330.8146205649774
7.399999999999407,-34.0826416015625,23.666340686380863,272.3767098467303
7.599999999999385,-35.802978515625,15.837385535240173,243.56502743769738
7.799999999999363,-28.453125,27.0863730981946,261.9555385945439
7.999999999999341,-26.94610595703125,41.11241834703833,321.0023136777669
8.199999999999408,-30.377838134765625,46.15422269701958,360.9682820592932
8.399999999999475,-12.917999267578125,47.65603378415108,285.7012395908783
8.599999999999541,-10.511749267578125,71.87275713682175,388.57170997214587
8.799999999999608,7.499298095703125,61.1801872253418,253.1892924082006
8.999999999999675,-16.957305908203125,57.40930458903313,350.75479925677314
9.199999999999742,-22.109222412109375,78.15035855770111,472.8806242680779
9.399999999999809,-36.82318115234375,66.26804802566767,486.2362712740717
9.599999999999875,-40.4481201171875,47.22613602504134,413.52114756255105
9.799999999999942,-34.285614013671875,46.756436713039875,382.23993327034077
10.000000000000009,-15.33099365234375,42.38361330330372,272.2145764282752
10.200000000000076,-1.957366943359375,51.60257498919964,252.61883734041285
