#"Time (ps)","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)"
12.600000000000877,-81.9805908203125,-12.514592677354813,327.6407526293002
12.800000000000944,-72.34268188476562,-9.018434345722198,298.67279932663934
13.00000000000101,-66.40286254882812,-10.42055606842041,264.0440722008745
13.200000000001078,-62.546630859375,-0.11073851585388184,294.4828161313487
13.400000000001144,-62.787750244140625,22.550334379076958,402.5024475478363
13.600000000001211,-57.8851318359375,28.885642021894455,409.2598165004414
13.800000000001278,-38.194915771484375,38.55396902561188,361.99094593920154
14.000000000001345,-53.376495361328125,25.557851038873196,372.2988131494329
14.200000000001411,-82.09970092773438,1.9353792369365692,396.3567450042843
14.400000000001478,-76.93994140625,-14.466107577085495,294.66176953653104
14.600000000001545,-69.977783203125,-27.401805378496647,200.81227926333068
14.800000000001612,-73.58203125,-16.75583605468273,268.0243264415079
15.000000000001679,-67.13153076171875,-17.0950897783041,236.0000233345747
15.200000000001745,-79.50735473632812,-11.256061404943466,321.9115209285308
15.400000000001812,-71.500732421875,-23.145682081580162,228.0696385347777
15.600000000001879,-87.30712890625,-26.011275961995125,289.1057485473783
15.800000000001946,-73.6363525390625,-28.09933254122734,214.77822104969985
16.00000000000201,-59.891143798828125,-19.00195351243019,192.85643966804852
16.2000000000019,-63.92327880859375,-10.863698599860072,250.25884977579676
16.40000000000179,-66.85910034179688,-12.291115045547485,257.37333731438275
16.60000000000168,-49.3885498046875,-3.419651061296463,216.81520433679412
16.800000000001567,-74.83560180664062,-23.186773240566254,243.60495085646227
17.000000000001457,-91.45040893554688,-27.6166006103158,301.0761748479025
17.200000000001346,-82.60125732421875,-36.19423831999302,218.8816261235597
17.400000000001235,-81.22439575195312,-30.467463120818138,239.39826754084683
17.600000000001124,-70.81588745117188,-19.765040144324303,240.7845346086732
17.800000000001013,-72.29742431640625,-22.297546736896038,235.82756973865452
18.000000000000902,-83.684814453125,-19.915881007909775,300.77018839289775
18.20000000000079,-75.17697143554688,-19.95403192192316,260.46247010531516
18.40000000000068,-73.76812744140625,-9.685500636696815,302.2497428677069
18.60000000000057,-55.61102294921875,9.33610314130783,306.3272081633141
18.80000000000046,-43.37030029296875,17.671323478221893,287.9066606507116
19.000000000000348,-46.47137451171875,9.650636103004217,264.70299554374907
19.200000000000237,-74.09552001953125,-0.5562381111085415,346.8526518932132
19.400000000000126,-66.26422119140625,-5.465161681175232,286.7625910462092
19.600000000000016,-64.63168334960938,-1.562412403523922,297.47018617699905
19.799999999999905,-73.96383666992188,-14.607805520296097,279.9564569550941
19.999999999999794,-82.37835693359375,-24.773809641599655,271.695473097185
20.199999999999683,-80.0455322265625,-33.287141531705856,220.53889281875672
20.399999999999572,-82.33111572265625,-29.708907961845398,248.19595509569947
20.59999999999946,-72.15460205078125,-10.10555613040924,292.6582306273488
20.79999999999935,-58.648040771484375,-3.6576074212789536,259.3658401509518
20.99999999999924,-69.60018920898438,-3.3354596477001905,312.54176786686253
21.19999999999913,-72.53543090820312,-9.592025130987167,296.8765351857134
21.399999999999018,-69.09768676757812,-19.181687772274017,235.4319511166891
21.599999999998907,-63.53826904296875,-18.621409885585308,211.85319341101732
21.799999999998796,-64.70388793945312,-1.2757468670606613,299.1628197160353
21.999999999998685,-72.45925903320312,7.402545839548111,376.6732294120959
22.199999999998575,-55.52288818359375,-11.56306954100728,207.33925158411793
22.399999999998464,-59.6737060546875,0.6233597099781036,284.3949059483319
22.599999999998353,-67.790283203125,-19.093160703778267,229.68304340394326
22.799999999998242,-64.49020385742188,4.640488609671593,326.0592623039911
22.99999999999813,-49.999847412109375,8.291728407144547,274.9358863895409
23.19999999999802,-70.31082153320312,4.811506839469075,354.31919018330524
23.39999999999791,-60.552642822265625,12.467992126941681,344.40642086495495
23.5999999999978,-46.271392822265625,18.689545203000307,306.39235302287483
23.799999999997688,-34.73199462890625,23.07561008632183,272.65320621488144
23.999999999997577,-56.799072265625,13.43172486498952,331.24797519321316
24.199999999997466,-69.17190551757812,5.381026804447174,351.6335978710178
24.399999999997355,-59.016571044921875,0.04324033856391907,278.55931778317796
24.599999999997245,-38.7646484375,18.294747948646545,269.12423453640224
24.799999999997134,-37.26690673828125,40.216754630208015,365.45656588710966
24.999999999997023,-38.005706787109375,39.617710292339325,366.11573249447287
25.199999999996912,-50.46954345703125,36.723048493266106,411.24934808398825
25.3999999999968,-44.44219970703125,51.09973477572203,450.6295476697479
25.59999999999669,-51.23370361328125,46.54226943850517,461.1665311973518
25.79999999999658,-46.868865966796875,22.18226344883442,325.68399816384436
25.99999999999647,-60.553802490234375,-10.011560589075089,238.3856651996696
26.199999999996358,-72.921142578125,-29.89145707897842,202.9522200678509
26.399999999996247,-66.37118530273438,-28.29639557003975,179.58214231010936
26.599999999996136,-74.602783203125,-34.20651397109032,190.53154648928728
26.799999999996025,-72.70556640625,-27.042915284633636,215.37076815259516
26.999999999995914,-64.54153442382812,-17.388307228684425,222.401164024496
27.199999999995804,-58.9737548828125,-7.659344848245382,242.0276448033522
27.399999999995693,-53.44854736328125,-17.893121391534805,167.6994045556569
27.599999999995582,-54.5341796875,-7.047338128089905,223.97467717219803
27.79999999999547,-84.11441040039062,-3.6036144867539406,379.73423650577917
27.99999999999536,-82.14801025390625,-21.76408278942108,284.80459462285404
28.19999999999525,-81.98147583007812,-0.44093406945466995,384.59109760823276
28.39999999999514,-63.262664794921875,-12.850857861340046,237.77046046514167
28.599999999995028,-79.9825439453125,-22.495499417185783,271.1412639154454
28.799999999994917,-72.37985229492188,-5.221054762601852,316.7586957274411
28.999999999994806,-62.84332275390625,-8.009241320192814,258.6283964955818
29.199999999994695,-53.897613525390625,-8.413449354469776,214.528923215162
29.399999999994584,-74.91610717773438,-12.982546493411064,292.113537242555
29.599999999994473,-76.86483764648438,-31.417082771658897,214.35719647842328
29.799999999994363,-85.4720458984375,-34.119410932064056,242.20793510020295
29.99999999999425,-78.91644287109375,-37.03386990725994,197.54179159251368
30.19999999999414,-96.4190673828125,-44.460682421922684,245.06499307697166
30.39999999999403,-73.00460815429688,-30.65467618405819,199.74611976313105
30.59999999999392,-81.97381591796875,-12.827714055776596,326.13194168588535
30.79999999999381,-73.50653076171875,-10.945513902232051,295.07297378659433
30.999999999993697,-64.33462524414062,0.4155867099761963,305.3984502446001
31.199999999993587,-68.59524536132812,-11.680081024765968,268.4439549961609
31.399999999993476,-67.78131103515625,-6.976502746343613,286.78970552223393
31.599999999993365,-71.67437744140625,-13.703772783279419,273.42200570524466
31.799999999993254,-49.64385986328125,7.722928516566753,270.57406822282394
31.999999999993143,-67.73046875,-3.02595816552639,305.18289685810333
32.19999999999339,-67.2840576171875,11.857287436723709,373.27513532874116
32.39999999999363,-86.3992919921875,-12.768866002559662,347.2825386890856
32.59999999999388,-55.397064208984375,-8.532618194818497,221.039109407703
32.79999999999412,-70.13360595703125,-30.632156532257795,186.311072545829
32.999999999994365,-82.99346923828125,-36.101616859436035,221.16837325174782
33.19999999999461,-65.4105224609375,-29.34253492206335,170.1169334491016
33.399999999994854,-92.80694580078125,-27.93989458680153,305.9495299679397
33.5999999999951,-82.02978515625,-28.66343715786934,251.70573936450634
33.79999999999534,-69.36572265625,-19.26717746257782,236.29294175127046
33.99999999999559,-57.34423828125,-11.570601146668196,215.89424066852283
34.19999999999583,-68.03219604492188,-14.348089843988419,253.2044659274541
34.399999999996076,-70.63818359375,6.217117704451084,362.4928660648206
34.59999999999632,-70.57693481445312,-2.557532276958227,320.8177934032819
34.799999999996565,-71.72909545898438,-4.995533686131239,314.75304450236405
34.99999999999681,-61.4913330078125,0.7210134416818619,293.4284478515554
35.199999999997054,-57.76239013671875,2.9791918992996216,286.49149492128913
35.3999999999973,-58.801177978515625,-1.39274812489748,270.7704728548939
35.59999999999754,-51.48883056640625,7.346600353717804,277.501013204586
35.79999999999779,-76.0894775390625,-0.40120308101177216,356.9885105172537
35.99999999999803,-68.37628173828125,5.704001247882843,349.4043175285312
36.199999999998276,-53.16912841796875,25.32135072350502,370.20528528537324
36.39999999999852,-57.430999755859375,9.231614127755165,314.4184143171077
36.599999999998765,-61.984405517578125,31.0656356215477,438.87637586765516
36.79999999999901,-60.856842041015625,31.702511243522167,436.56201571619766
36.999999999999254,-52.996429443359375,34.67353072762489,413.50088534377534
37.1999999999995,-61.805267333984375,31.791148245334625,441.4533853051918
37.39999999999974,-55.75408935546875,14.854449704289436,333.0296187781736
37.59999999999999,-60.373138427734375,10.405957102775574,333.834059107785
37.80000000000023,-67.23770141601562,5.67881291359663,343.9153294089861
38.000000000000476,-66.14871215820312,1.3369942381978035,318.30058196145495
38.20000000000072,-46.940582275390625,6.646052688360214,252.74473670216463
38.400000000000965,-50.183837890625,5.999235808849335,264.9910034264636
38.60000000000121,-52.97979736328125,11.12467959523201,302.3528004934337
38.800000000001454,-65.01080322265625,-1.1909938305616379,301.01014799863157
39.0000000000017,-31.985260009765625,26.686026945710182,276.72681786363324
39.20000000000194,-46.2943115234375,31.020048588514328,364.658045854347
39.40000000000219,-39.080078125,31.363503001630306,332.25158430365315
39.60000000000243,-56.372283935546875,-4.961724355816841,242.48114018503966
39.800000000002676,-56.0670166015625,-19.352919057011604,173.16435195888243
40.00000000000292,-50.725616455078125,0.7769410610198975,242.91505424253177
40.200000000003165,-56.42333984375,2.0070536732673645,275.5906287986239
40.40000000000341,-59.70220947265625,6.831369444727898,313.80981277705325
40.600000000003654,-49.114410400390625,6.040533006191254,260.1417621865835
40.8000000000039,-63.950469970703125,7.315772533416748,336.13171847123607
41.00000000000414,-80.09765625,3.4049420952796936,393.8452609872011
41.20000000000439,-72.06298828125,-6.9715485870838165,307.00787235839005
41.40000000000463,-67.4149169921875,-1.5073704421520233,310.8570917121906
41.600000000004876,-45.6146240234375,14.895272314548492,285.39873474356074
41.80000000000512,-76.70538330078125,-2.600830376148224,349.5187882209391
42.000000000005365,-60.756072998046875,4.522157974541187,307.88888518024265
42.20000000000561,-57.55108642578125,3.834471210837364,289.52884637518105
42.40000000000585,-87.21697998046875,-8.696877926588058,370.345003616291
42.6000000000061,-70.37631225585938,-18.522576704621315,244.57140754941688
42.80000000000634,-61.3414306640625,0.7841847091913223,293.0193752713656
43.00000000000659,-51.109130859375,2.203085731016472,251.4504251715401
43.20000000000683,-70.128173828125,-2.410662919282913,319.39390253482077
43.400000000007076,-72.15997314453125,0.5093467459082603,342.7494212775049
43.60000000000732,-67.2139892578125,-8.260647118091583,278.05714889348303
43.800000000007564,-82.49261474609375,-16.202188044786453,312.66297004523284
44.00000000000781,-81.031982421875,-7.748270109295845,345.64724180813784
44.20000000000805,-69.32501220703125,-3.862543672323227,308.75785323841905
44.4000000000083,-62.5650634765625,7.138330116868019,328.76044321380203
44.60000000000854,-55.403533935546875,20.040918827056885,355.8385101438452
44.80000000000879,-64.088623046875,16.20526185631752,378.71116207202164
45.00000000000903,-56.160980224609375,27.40410603582859,394.13998917221267
45.200000000009275,-77.10626220703125,11.783577978610992,419.25452621563693
45.40000000000952,-48.22265625,-1.4670114163309336,220.5259417916332
45.600000000009764,-52.792236328125,7.468331724405289,284.2227621917756
45.80000000001001,-80.71591186523438,-9.096204929053783,337.79885571310984
46.00000000001025,-79.4178466796875,-19.741578951478004,281.46687293458774
46.2000000000105,-83.96218872070312,-7.6476647183299065,359.9422559109832
46.40000000001074,-83.72625732421875,-11.10620853304863,342.5170310365373
46.600000000010986,-61.21014404296875,-11.166774205863476,236.03270370912836
46.80000000001123,-75.28915405273438,-13.098300620913506,293.32707468086653
47.000000000011475,-63.303680419921875,-12.779190316796303,238.30193772689478
47.20000000001172,-78.75613403320312,-20.65874256193638,274.0200036897427
47.400000000011964,-69.88360595703125,-8.54967014491558,289.28536879068804
47.60000000001221,-61.050201416015625,-5.696609973907471,261.078698149617
47.80000000001245,-75.9619140625,-13.113914161920547,296.42654736343934
48.0000000000127,-73.05657958984375,-11.509357929229736,290.2913449199501
48.20000000001294,-64.831298828125,-16.98250550031662,225.68184547012513
48.400000000013186,-79.00927734375,-20.410672903060913,276.3840062077969
48.60000000001343,-67.90341186523438,-9.114302165806293,277.2825362515837
48.800000000013675,-73.76092529296875,-17.532173696905375,265.2064461008229
49.00000000001392,-68.3629150390625,-20.673829898238182,224.92857175372603
49.200000000014164,-79.46743774414062,-26.429078571498394,250.1587594233589
49.40000000001441,-79.8345947265625,-24.455518200993538,261.19890014986373
49.60000000001465,-79.31704711914062,-18.78226375579834,285.5161159651141
49.8000000000149,-70.81982421875,-18.728400920517743,245.69247676885968
50.00000000001514,-78.91677856445312,-27.388900741934776,243.03447906149555
50.200000000015386,-71.07205200195312,-25.26503746956587,216.05166726614087
50.40000000001563,-75.2037353515625,-25.970038682222366,232.2138292502257
50.600000000015875,-92.89205932617188,-17.741482496261597,354.4524258099071
50.80000000001612,-62.5101318359375,-14.987353831529617,224.14417367697243
51.000000000016364,-63.531982421875,-26.13283796608448,176.39541883455047
51.20000000001661,-68.50051879882812,-10.53588192164898,273.3938582907757
51.40000000001685,-56.883209228515625,9.991956353187561,315.4209277797529
51.6000000000171,-55.23382568359375,9.120193928480148,303.52978412587873
51.80000000001734,-73.31210327148438,2.0925841629505157,355.6509544705936
52.000000000017586,-60.9033203125,18.29953320324421,373.56524386049455
52.20000000001783,-56.748260498046875,6.982648953795433,300.5908458348158
52.400000000018075,-73.8248291015625,-7.857460513710976,311.1392461189197
52.60000000001832,-64.38226318359375,-12.914991080760956,242.74862836990178
52.800000000018564,-89.55316162109375,-20.416763857007027,326.08617169636744
53.00000000001881,-78.90145874023438,-13.93997137248516,306.39494403127435
53.20000000001905,-85.3988037109375,-27.558651089668274,272.80672046238254
53.4000000000193,-70.56863403320312,-16.14218646287918,256.7057657212673
53.60000000001954,-57.815399169921875,-12.873070389032364,211.97332249341446
53.800000000019786,-65.315673828125,-29.104029305279255,170.7945006561839
54.00000000002003,-70.45111083984375,-27.47382151335478,202.70509022154675
54.200000000020275,-73.5281982421875,-25.455781310796738,226.7365802719288
54.40000000002052,-72.95187377929688,-31.74155095219612,194.37108150927133
54.60000000002076,-68.9136962890625,-25.05215448141098,206.87572270632296
54.80000000002101,-74.58056640625,-18.73828625679016,263.38362919730224
55.00000000002125,-80.9874267578125,-26.52297605574131,256.88500988417866
55.2000000000215,-68.36318969726562,-23.602455779910088,211.11681888945785
55.40000000002174,-62.741668701171875,-15.814756572246552,221.33373476976132
55.600000000021986,-76.6773681640625,-13.237885680049658,299.21631219780363
55.80000000002223,-51.39361572265625,9.46170487999916,287.0279500298625
56.000000000022474,-57.924896240234375,-10.604577958583832,223.18925965119507
56.20000000002272,-62.971771240234375,-9.627330102026463,251.6024142796213
56.40000000002296,-62.06512451171875,4.8824335634708405,315.7623715318715
56.60000000002321,-76.037109375,4.337390750646591,379.0913888428783
56.80000000002345,-59.790283203125,0.2607240527868271,283.2343555041704
57.0000000000237,-70.14193725585938,-16.1142578125,254.8249507508357
57.20000000002394,-65.62994384765625,-14.006130054593086,243.48696710505376
57.400000000024185,-73.34088134765625,-26.01406107097864,223.21992671999433
57.60000000002443,-76.246337890625,-3.916222259402275,341.1495430384254
57.800000000024674,-82.825927734375,-17.37790474295616,308.6897199242519
58.00000000002492,-70.89181518554688,-13.382147252559662,271.2479686284516
58.20000000002516,-73.02902221679688,-14.454111963510513,276.2722510815322
58.40000000002541,-66.51126098632812,-19.79169088602066,220.35579304108657
58.60000000002565,-63.36859130859375,-9.203152149915695,255.47470311912562
58.800000000025896,-73.33547973632812,-22.045640754513443,241.91175388647318
59.00000000002614,-77.57107543945312,-9.909676559269428,319.12924661980236
59.200000000026385,-82.16763305664062,-10.266498874872923,339.12622503075494
59.40000000002663,-63.672332763671875,4.930917091667652,323.57154602691134
59.600000000026874,-64.07241821289062,5.7346649169921875,329.2495014389944
59.80000000002712,-53.51885986328125,3.099304109811783,267.0431340878089
60.00000000002736,-66.172607421875,-5.585303947329521,285.7638303753696
60.20000000002761,-58.571868896484375,-6.864328071475029,243.8818709212461
60.40000000002785,-60.7657470703125,-4.982008166611195,263.10751572692914
60.600000000028096,-65.12738037109375,2.000650033354759,316.6135806322643
60.80000000002834,-57.21453857421875,10.14719009399414,317.7158332029443
61.000000000028585,-57.52886962890625,-1.2717401683330536,265.3402920849672
61.20000000002883,-57.209442138671875,3.6276664659380913,286.942051994766
61.400000000029074,-50.801605224609375,5.653696723282337,266.2749850949465
61.60000000002932,-43.08123779296875,14.583760052919388,271.98059193955646
61.80000000002956,-58.5858154296875,0.9758017957210541,280.9261166216975
62.00000000002981,-33.52545166015625,10.648606196045876,208.3497243199633
62.20000000003005,-62.4771728515625,10.337422534823418,343.43462229819016
62.400000000030296,-60.78570556640625,13.052419781684875,348.2621657864677
62.60000000003054,-62.408233642578125,0.8921538889408112,298.5602620993331
62.800000000030785,-74.9002685546875,7.063321866095066,386.5864332417624
63.00000000003103,-58.550628662109375,6.732420474290848,307.9116103531317
63.200000000031274,-64.69122314453125,12.114268526434898,362.25793582280704
63.40000000003152,-61.07562255859375,15.566735982894897,361.48850814956194
63.60000000003176,-41.610992431640625,18.480043463408947,283.4231531001803
63.80000000003201,-60.403106689453125,2.3849076628684998,296.1436217494198
64.00000000003224,-56.465606689453125,16.028591826558113,341.9234502923752
64.20000000003178,-41.64581298828125,31.388260424137115,344.4698042225451
64.40000000003131,-53.50115966796875,22.555418722331524,358.72563919580864
64.60000000003085,-36.937042236328125,27.071440398693085,301.9000372245269
64.80000000003038,-62.651214599609375,7.3724797666072845,330.271161969292
65.00000000002991,-65.480224609375,9.326480478048325,352.8305330921992
65.20000000002945,-55.815643310546875,-10.25565555691719,214.8865499155608
65.40000000002898,-62.739532470703125,-9.848147056996822,249.46554843839004
65.60000000002852,-82.04904174804688,-22.77098510414362,279.58868529091603
65.80000000002805,-65.20458984375,-18.941693782806396,218.20186119006044
66.00000000002758,-62.266357421875,-6.91162234544754,261.08409217286766
66.20000000002712,-59.55914306640625,8.552194140851498,321.2514090598487
66.40000000002665,-51.888916015625,13.121716916561127,306.6267421793031
66.60000000002618,-63.24139404296875,16.082334131002426,374.1353567942177
66.80000000002572,-67.8592529296875,17.059753000736237,400.52583651526595
67.00000000002525,-55.91986083984375,19.249506324529648,354.5410516051196
67.20000000002479,-55.7525634765625,3.384429305791855,278.9233487089588
67.40000000002432,-72.58364868164062,-8.768532902002335,300.98801028005204
67.60000000002385,-88.54257202148438,-26.31314577907324,293.50900576989824
67.80000000002339,-73.9542236328125,-20.421254575252533,252.49161807773018
68.00000000002292,-78.90362548828125,-31.855883419513702,221.9036367864082
68.20000000002246,-71.92721557617188,-17.14853873848915,258.3670772310796
68.40000000002199,-59.4404296875,-0.7498499751091003,276.8178133659644
68.60000000002152,-61.367950439453125,-9.144166186451912,246.31676554320345
68.80000000002106,-40.1737060546875,21.839392606168985,292.4886831152208
69.00000000002059,-57.441802978515625,-5.3645982295274734,245.6254140863938
69.20000000002013,-70.33859252929688,1.5252903252840042,338.9505268013735
69.40000000001966,-62.22705078125,10.320896208286285,342.1769583508383
69.6000000000192,-63.846588134765625,17.32408908009529,382.84660819781436
69.80000000001873,-48.035186767578125,3.89210057631135,244.91831920901686
70.00000000001826,-64.2435302734375,20.05642920732498,397.60606497088963
70.2000000000178,-59.20025634765625,16.071261823177338,355.0228532567648
70.40000000001733,-52.142547607421875,14.410653471946716,313.90236193912773
70.60000000001686,-60.92596435546875,10.663959085941315,337.6583799853666
70.8000000000164,-52.474853515625,20.558841571211815,344.46801982612686
71.00000000001593,-61.73565673828125,14.526790142059326,359.6966308870336
71.20000000001546,-64.83941650390625,17.206803902983665,386.97616277220465
71.400000000015,-42.502288818359375,25.6594820022583,321.4892823716962
71.60000000001453,-64.935302734375,18.323064148426056,392.6933279217958
71.80000000001407,-51.88482666015625,-2.469254121184349,233.0716582371299
72.0000000000136,-62.341094970703125,1.3927333801984787,300.60461300595284
72.20000000001313,-61.16839599609375,-5.250131085515022,263.7420161058171
72.40000000001267,-61.2105712890625,-10.413499989546835,239.5875840967066
72.6000000000122,-92.70718383789062,-24.215683206915855,323.04447377638013
72.80000000001174,-75.28900146484375,-5.889740467071533,327.32598268340666
73.00000000001127,-61.005279541015625,10.272180274128914,336.1846256247334
73.2000000000108,-57.953277587890625,0.3719550371170044,275.0946308323336
73.40000000001034,-51.17083740234375,0.8161838203668594,245.20005780829743
73.60000000000987,-72.73648071289062,-9.893142715096474,296.404559205519
73.8000000000094,-70.92910766601562,-25.23608636856079,215.51401099852276
74.00000000000894,-82.4697265625,-28.93839418143034,252.48389859004655
74.20000000000847,-78.19949340820312,-34.113821752369404,207.93284524264618
74.400000000008,-78.51705932617188,-33.86611652653664,210.59898217216394
74.60000000000754,-87.54763793945312,-38.4222376793623,231.7030424195165
74.80000000000707,-89.37469482421875,-37.10842277854681,246.51716189163778
75.00000000000661,-81.54022216796875,-23.542861491441727,273.54820215012927
75.20000000000614,-74.78424072265625,-30.464364603161812,209.03748533699883
75.40000000000568,-79.1480712890625,-26.690630368888378,247.41882192094147
75.60000000000521,-72.74737548828125,-37.67772449553013,165.40821629116286
75.80000000000474,-85.7239990234375,-44.8962962962687,192.56642972474197
76.00000000000428,-90.27273559570312,-40.117628026288,236.5597217566593
76.20000000000381,-88.462890625,-36.915111653506756,243.12834408327072
76.40000000000335,-71.97344970703125,-34.21958835422993,178.06846340619506
76.60000000000288,-81.89810180664062,-16.922699868679047,306.4605729775037
76.80000000000241,-70.50732421875,-6.333662271499634,302.6791158475127
77.00000000000195,-66.63986206054688,-3.097832053899765,299.6999840429417
77.20000000000148,-67.32427978515625,-11.865393921732903,261.5753259152813
77.40000000000101,-76.57415771484375,-13.513426542282104,297.4299077976563
77.60000000000055,-60.54266357421875,1.533724695444107,292.78719253878455
77.80000000000008,-57.961578369140625,-10.313015341758728,224.73744665509744
77.99999999999962,-73.87030029296875,-18.19472911953926,262.5973358187167
78.19999999999915,-66.84576416015625,-4.102651126682758,295.93184185285554
78.39999999999868,-62.417083740234375,5.672002345323563,321.14646024380244
78.59999999999822,-57.7459716796875,5.9782921420410275,300.55950130208925
78.79999999999775,-53.44390869140625,21.861069701611996,355.18067050078054
78.99999999999729,-68.51168823242188,-0.4558831453323364,320.9894883197253
79.19999999999682,-65.19650268554688,-6.232521146535873,278.1073302899089
79.39999999999635,-70.63922119140625,6.054747760295868,361.7319318978402
79.59999999999589,-64.36849975585938,-4.411773789674044,282.7896718668421
79.79999999999542,-67.107421875,-8.233887314796448,277.68073142137274
79.99999999999496,-74.30892944335938,-12.45602771639824,291.7331041932515
80.19999999999449,-58.4620361328125,-14.161229118704796,208.94754470117843
80.39999999999402,-72.27053833007812,-23.331148885190487,230.82571070155944
80.59999999999356,-74.23959350585938,-25.312217459082603,230.769048753212
80.79999999999309,-71.58084106445312,-21.7506982088089,235.02700522995298
80.99999999999262,-80.38397216796875,-24.775893811136484,262.2790017010455
81.19999999999216,-55.836456298828125,-21.920597925782204,159.96628077732518
81.39999999999169,-74.32025146484375,-1.308774784207344,344.3632253147927
81.59999999999123,-68.8314208984375,-3.2967993766069412,309.0981673436973
81.79999999999076,-78.0413818359375,-18.53195908665657,280.6799380897723
81.9999999999903,-86.39443969726562,-29.313140753656626,269.22753932728335
82.19999999998983,-64.11749267578125,-29.186904381029308,164.7523183230469
82.39999999998936,-74.91171264648438,-16.329166635870934,276.3082656115817
82.5999999999889,-54.43731689453125,-7.853233188390732,219.71676293509813
82.79999999998843,-70.51690673828125,-14.840351060032845,262.60197929766264
